ETER_ID,institution_name,English Institution Name,reference_year,country_code,latitude,longitude,total_current_expenditure_PPP,basic_government_allocation_PPP,private_third_party_funding_PPP,total_current_revenues_PPP,total_academic_staff_FTE,total_students_enrolled_ISCED_5-7,total_students_enrolled_ISCED_8,ReD_expenditure_PPP,erasmus_incoming_students_ISCED_5,erasmus_incoming_students_ISCED_6,erasmus_incoming_students_ISCED_7,erasmus_incoming_students_ISCED_8,erasmus_incoming_staff,TOTAL_ISCED8 ,staff_to_student_ratio,doctorate_to_stundents_ratio,doctorate_to_accademic_staff,research_income,proportion_of_international_students,proportion_international_staff
SE0017,Blekinge tekniska högskola,Blekinge Institute of Technology,2012,SE,"56,181932","15,590525","40201325,29",xc,"1846500,38","39866074,16","211,41",5045,112,"13619577,27",0,45,77,0,m,159,"0,03438443379","0,01645325131","29,08292764","0,000005937818722","0,01259031404",#VALUE!
SE0018,Högskolan i Jönköping,Jönköping University,2012,SE,"57,778556","14,161934","64561336,12",xc,"2520407,54","69867209,12","334,82",11648,180,"15802201,83",a,a,a,a,m,122,"0,04190485629","0,02220019822","23,86358261","0,000005303005236","0,03151635282",#VALUE!
SE0020,Malmö högskola,Malmö University,2012,SE,"55,608795","12,994561","108226748,5",xc,"3483730,717","111283557,9","763,31",19693,182,"19381706,11",0,156,32,1,m,#VALUE!,"0,0287448489","0,0154532967","34,78884177","0,000004792233785","0,0104739011",#VALUE!
SE0021,Mälardalens högskola,Mälardalen University,2012,SE,"59,618665","16,540558","69507250,68",xc,"1953099,763","73622545,64","457,03",11833,209,"16937166,6",0,168,62,1,m,188,"0,03876047326","0,009241862591","25,79947859","0,000006859144466",#VALUE!,#VALUE!
SE0022,Gymnastik- och idrottshögskolan,"Swedish School of Sport and Health Sciences, GIH",2012,SE,"59,346735","18,081192","11452842,21",xc,"691717,3763","11457469,38","77,91",1192,16,"3142979,37",0,3,1,0,m,230,"0,0386233415","0,01766246937","25,89107936","0,000006207745142","0,01588777149",#VALUE!
SE0023,Högskolan i Borås,University of Borås,2012,SE,"57,724665","12,939993","50615063,6",xc,"1621690,05","50427095,97","330,12",8642,49,"8555888,285",1,98,34,0,m,4,"0,06536073826","0,01342281879","15,29970479","0,000006799930895","0,1929530201",#VALUE!
SE0024,Högskolan Dalarna,Dalarna University,2012,SE,"60,613768","15,653605","50620214,6",xc,"1515701,801","50557616,92","410,83",11836,5,"9428938,109",9,215,78,0,m,133,"0,03819949086","0,0056699838","26,17835938","0,000006546480491","0,0004628558204",#VALUE!
SE0025,Högskolan på Gotland,Gotland University College,2012,SE,"57,639167","18,288333","16385399,11",xc,"387546,8173","17372731,16","104,99",5154,a,"3404894,317",0,10,6,a,m,302,"0,03471020615","0,0004224400135","28,80997006","0,000008125976361","0,01123690436",#VALUE!
SE0026,Högskolan i Gävle,University of Gävle,2012,SE,"60,66858","17,118791","46499768,64",xc,"533520,748","49772483,22","351,91",13170,12,"10563902,88",0,109,8,0,m,16,"0,02037058595",#VALUE!,"49,09038956","0,000006043379076","0,05859526581",#VALUE!
SE0027,Högskolan i Halmstad,Halmstad University,2012,SE,"56,664906","12,877853","41217031,46",xc,"1162640,452","42579338,4","271,13",7590,29,"9603548,074",9,162,42,0,m,117,"0,02672057707","0,0009111617312","37,42434145","0,000007070372569","0,001214882308",#VALUE!
SE0028,Högskolan Kristianstad,Kristianstad University,2012,SE,"56,048501","14,146265","39072471,87",xc,"285661,9027","39570459,49","321,15",10433,a,"5238298,95",0,77,29,a,m,213,"0,03572200264","0,003820816864","27,99395124","0,000006367642386","0,01541501976",#VALUE!
SE0029,Högskolan i Skövde,University of Skövde,2012,SE,"58,394125","13,853491","33971590,96",xc,"522171,1003","36406963,45","239,69",8504,20,"7333618,53",0,84,14,0,m,106,"0,03078213361",#VALUE!,"32,48637708","0,000008115902726","0,02041598773",#VALUE!
SE0030,Högskolan Väst,University West,2012,SE,"58,282875","12,293782","36916038,8",xc,"465597,4716","39384150,65","293,43",8461,23,"7246313,547",1,79,17,1,m,98,"0,02818555974","0,002351834431","35,47916058","0,000006583630639","0,01246472248",#VALUE!
SE0031,Södertörns högskola,Södertörn University,2012,SE,"59,219331","17,943255","55437703,53",xc,"1835849,172","56944936,75","352,23",9403,56,"23485040,29",0,104,24,1,m,97,"0,03468029784","0,002718354804","28,8348158","0,000007450459008","0,01158255525",#VALUE!
SE0032,Försvarshögskolan,Swedish National Defence College,2012,SE,"59,349095","18,069446","41437476,54",xc,"103631,0142","41376363,05","218,67",715,a,"11611562,67",0,0,3,a,m,128,"0,03745932149","0,005955546102","26,69562502","0,000006185448964","0,01031585664",#VALUE!
SE0033,Dans- och cirkushögskolan,University of Dance and Circus,2012,SE,"59,35327","18,06643","5845854,323",xc,"13270,35734","5985367,685","33,61",247,a,"873049,825",0,9,0,a,m,3,"0,3058321678",#VALUE!,"3,269767229","0,000005284901424","0,179020979",#VALUE!
SE0035,Konstfack,"University of Arts, Crafts and Design",2012,SE,"59,299678","17,993031","13354606,65",xc,"208746,2131","14246514,35","66,02",840,a,"873049,825",0,16,1,a,m,9,"0,1360728745",#VALUE!,"7,349003273","0,000005615360955","0,01214574899",#VALUE!
SE0036,Kungliga Konsthögskolan,Royal Institute of Art,2012,SE,"59,324299","18,083263","6369509,608",xc,"39287,24212","6088824,089","31,1",216,a,"698439,86",0,0,0,a,m,17,"0,0785952381",#VALUE!,"12,72341715","0,000004634115994","0,01071428571",#VALUE!
SE0037,Kungliga Musikhögskolan i Stockholm,Royal College of Music in Stockholm,2012,SE,"59,344856","18,082208","13709676,01",xc,"43652,49125","14019521,39","90,88",788,a,"698439,86",0,19,6,1,m,0,"0,1439814815",#VALUE!,"6,945337621","0,000005107718591","0,0787037037",#VALUE!
SE0043,Ersta Sköndal Bräcke högskola,Ersta Sköndal Bräcke University College,2012,SE,"59,316704","18,086087","12501375,05",xc,"1850778,324","12527304,63","90,46",1212,a,m,0,4,0,a,m,25,"0,1153299492",#VALUE!,"8,670774648","0,000006482389623",0,#VALUE!
SE0046,Röda Korsets högskola,The Red Cross University College,2012,SE,"59,351175","18,072326","5410813,595",xc,"3928,724212","5410551,68","37,95",562,a,a,0,5,0,a,m,4,"0,0746369637",#VALUE!,"13,39818704","0,000007221026601","0,02062706271",#VALUE!
SE0047,Sophiahemmet högskola,Sophiahemmet University,2012,SE,"59,346328","18,076891","7632463,485",xc,"1941226,286","7691743,568","51,9",706,a,m,0,0,0,a,m,5,"0,06752669039",#VALUE!,"14,80895916","0,000007014072177","0,007117437722",#VALUE!
SE0050,Linnéuniversitetet,Linnaeus University,2012,SE,"56,854485","14,830026","133804925,7",xc,"4904968,527",134128478,"915,88",23795,315,"33437808,3",0,417,124,4,m,0,"0,07351274788",#VALUE!,"13,60308285","0,000006747494836","0,007082152975",#VALUE!
SE0051,Stockholms dramatiska högskola,Stockholm Academy of Dramatic Arts (SADA),2012,SE,"59,33956","18,101133","11184030,17",xc,"1658,794667","11816292,86","47,6",323,a,"960354,8074",0,1,0,a,m,541,"0,03849043917","0,01323807523","25,98047779","0,000006828378384",0,#VALUE!
SI0001,Univerza v Ljubljani,University of Ljubljana,2012,SI,"46,049194","14,504155",m,m,m,m,m,m,m,m,0,684,380,10,m,1,"0,1473684211",#VALUE!,"6,785714286","0,000004028336178","1,674922601",#VALUE!
SI0002,Univerza v Mariboru,University of Maribor,2012,SI,"46,559189","15,643307",m,m,m,m,m,m,m,m,14,282,123,5,m,1064,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0003,Univerza na Primorskem,University of Primorska,2012,SI,"45,547969","13,729504",m,m,m,m,m,m,m,m,3,69,49,1,m,419,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0004,Univerza v Novi Gorici,University of Nova Gorica,2012,SI,"45,942261","13,639543",m,m,m,m,m,m,m,m,0,4,2,0,m,121,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0005,Gea College - Fakulteta za podjetništvo,GEA Faculty of Entrepreneurship,2012,SI,"46,082195","14,513699",m,m,m,m,m,m,m,m,0,12,0,0,m,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0006,Visoka šola za upravljanje in poslovanje Novo mesto,School of Business and Management Novo mesto,2012,SI,"45,804338","15,16357",m,m,m,m,m,m,m,m,0,0,0,0,m,12,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0007,Fakulteta za komercialne in poslovne vede,Faculty of Commercial and Business Sciences,2012,SI,"46,240248","15,253181",m,m,m,m,m,m,m,m,0,5,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0008,DOBA Fakulteta za uporabne poslovne in družbene študije,DOBA Business School,2012,SI,"46,560795","15,651561",m,m,m,m,m,m,m,m,0,1,1,0,m,5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0009,Fakulteta za zdravstvo Jesenice,Faculty of Health care Jesenice,2012,SI,"46,441236","14,035958",m,m,m,m,m,m,m,m,0,4,0,0,m,2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0010,Fakulteta za državne in evropske študije,Faculty of Government and European Studies,2012,SI,"46,272723","14,380629",m,m,m,m,m,m,m,m,0,0,0,0,m,4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0011,Evropska pravna fakulteta v Novi Gorici,European Faculty of Law in Nova Gorica,2012,SI,"45,956384","13,645984",m,m,m,m,m,m,m,m,0,0,0,1,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0012,Fakulteta za uporabne družbene študije v Novi Gorici,School of Advanced Social Studies in Nova Gorica,2012,SI,"45,9532","13,649106",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0013,Mednarodna fakulteta za družbene in poslovne študije,International School for Social and Business Studies,2012,SI,"46,233942","15,26788",m,m,m,m,m,m,m,m,0,5,2,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0014,Fakulteta za informacijske študije v Novem mestu,Faculty of Information Studies in Novo Mesto,2012,SI,"45,817427","15,154174",m,m,m,m,m,m,m,m,0,0,0,0,m,7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0016,"Fakulteta za dizajn, samostojni visokošolski zavod, pridružena članica Univerze na Primorskem","Faculty of design, associated member of University of Primorska",2012,SI,"46,122192","14,547444",m,m,m,m,m,m,m,m,0,14,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0017,Univerza v Novem mestu Fakulteta za zdravstvene vede,University of Novo mesto Faculty of health sciences,2012,SI,"45,80434","15,163568",m,m,m,m,m,m,m,m,0,0,0,0,m,14,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0019,Visoka šola za varstvo okolja,Environmental Protection College,2012,SI,"46,361117","15,114444",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0020,Visoka šola za storitve v Ljubljani,Higher School of Applied Sciences,2012,SI,"46,045935","14,469183",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0021,Visoka zdravstvena šola v Celju,College of Nursing in Celje,2012,SI,"46,233791","15,268015",m,m,m,m,m,m,m,m,0,1,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0022,Mednarodna podiplomska šola Jožefa Stefana,Jožef Stefan International Postgraduate School,2012,SI,"46,042356","14,487859",m,m,m,m,m,m,m,m,0,3,0,0,m,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0049,Evro-sredozemska univerza,Euro-Mediterranean University,2012,SI,"45,528182","13,567542",m,m,m,m,m,m,m,m,a,a,a,a,m,3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0050,"Alma Mater Europaea  - Evropski center, Maribor",Alma Mater Europaea - European Centre Maribor (ESM),2012,SI,"46,560155","15,645332",m,m,m,m,m,m,m,m,0,0,0,0,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0051,Fakulteta za poslovne in upravne vede Novo mesto,Faculty of business and management sciences Novo mesto,2012,SI,"45,80434","15,163568",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0052,Fakulteta za poslovne vede,Faculty of business studies,2012,SI,"46,050631","14,511598",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0053,Fakulteta za medije,Faculty of Media,2012,SI,"46,06504","14,556789",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0054,Fakulteta za industrijski inženiring Novo mesto,"Faculty of Industrial Engineering, Novo mesto",2012,SI,"45,794683","15,159413",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0055,Fakulteta za organizacijske študije v Novem mestu,Faculty of Organisation Studies Novo mesto,2012,SI,"45,804413","15,163208",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0056,"Poslovna šola Bled, Fakulteta za podiplomski študij managementa",IEDC-Bled School of Management,2012,SI,"46,370582","14,108666",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0057,Alma Mater Europaea - Institutum Studiorum Humanitatis Fakulteta za podiplomski humanistični študij,"Alma Mater Europaea – Institutum Studiorum Humanitatis, Graduate School of the Humanities, Ljubljana",2012,SI,"46,073207","14,511864",m,m,m,m,m,m,m,m,a,a,a,a,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0058,Akademija za ples,Academy of dance,2012,SI,"46,061217","14,514787",m,m,m,m,m,m,m,m,a,a,a,a,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0059,ArtHouse - Šola za risanje in slikanje,College of Visual Arts,2012,SI,"46,085614","14,480677",m,m,m,m,m,m,m,m,a,a,a,a,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0060,"Visoka šola za proizvodno inženirstvo, Celje",College of Industrial Engineering,2012,SI,"46,232133","15,266675",m,m,m,m,m,m,m,m,0,0,0,0,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0061,Visoka šola za tehnologije in sisteme,School of technologies and systems,2012,SI,"45,80434","15,163568",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0062,Visoka poslovna šola Erudio,ERUDIO Business school,2012,SI,"46,07827","14,490967",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0063,Visoka šola za hotelirstvo in turizem Bled,College of hospitality and tourism management Bled,2012,SI,"46,371098","14,110139",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0064,"B2 Visoka šola za poslovne vede, zavod",Ljubljana School of Business,2012,SI,"46,044981","14,485133",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0065,Visoka šola za računovodstvo in finance,College of accounting and finance,2012,SI,"46,086329","14,481847",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0066,Visoka šola za tehnologijo polimerov,Polymer Technology College,2012,SI,"46,513804","15,075598",m,m,m,m,m,m,m,m,a,a,a,a,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0067,"Visoka šola za trajnostni turizem Erudio, samostojni visokošolski zavod",ERUDIO School of Sustainable Tourism,2012,SI,"46,07827","14,490967",m,m,m,m,m,m,m,m,0,0,0,0,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0068,Visoka šola za zdravstvene vede Slovenj Gradec,University College of Health Sciences Slovenj Gradec,2012,SI,"46,510155","15,080255",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI0069,IBS Mednarodna poslovna šola Ljubljana,IBS International Business School Ljubljana,2012,SI,"46,042023","14,495613",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0001,Univerzita Komenského V Bratislave,Comenius University in Bratislava,2012,SK,"48,141157","17,115457",202871215,xc,xc,"235776476,5",2422,24959,2633,"65883029,59",1,184,76,7,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0002,Univerzita Pavla Jozefa Šafárika V Košiciach,Pavol Jozef Šafárik University in Košice,2012,SK,"48,719015","21,251462","57176383,37",xc,xc,"82686428,56",719,7779,652,"30660840,49",a,38,17,1,m,261,"0,0970391442","0,1054930085","10,30511974","0,00001027244124",0,#VALUE!
SK0003,Prešovska Univerzita V Prešove,University of Prešov in Prešov,2012,SK,"48,991279","21,232846","41344130,06",xc,xc,"47869974,98",560,9562,497,"9585175,512",a,49,5,0,m,#VALUE!,"0,09242833269","0,08381540044","10,81919332","0,000008695501941","0,03355187042",#VALUE!
SK0004,Univerzita Sv. Cyrila A Metoda V Trnave,University of Ss. Cyril and Methodius in Trnava,2012,SK,"48,383376","17,589026","17532579,64",xc,xc,"18536259,25",111,5803,150,"3092414,184",a,10,1,0,m,#VALUE!,"0,05856515373","0,05197657394","17,075","0,00001169835581",#VALUE!,#VALUE!
SK0005,Katolická Univerzita V Ružomberku,Catholic University in Ružomberok,2012,SK,"49,079376","19,299236","24723545,19",xc,xc,"31430580,79",388,6964,405,"3619458,676",a,22,7,1,m,#VALUE!,"0,01912803722","0,02584869895","52,27927928","0,000005988263246",#VALUE!,#VALUE!
SK0007,Univerzita J. Selyeho V Komárne,Selye János University in Komárno,2012,SK,"47,75438","18,132681","7310898,218",xc,xc,"7247601,961",97,2031,30,"621758,9965",a,0,0,0,m,#VALUE!,"0,05571510626","0,05815623205","17,94845361","0,0000123446653",#VALUE!,#VALUE!
SK0008,Vysoká škola v Sládkovičove,College in Sládkovičove,2012,SK,"48,202767","17,631988",m,m,m,m,m,2325,74,m,a,0,0,0,m,#VALUE!,"0,04775972427","0,01477104874","20,93814433","0,0000133837372",#VALUE!,#VALUE!
SK0009,Paneurópska vysoká škola,Pan-European University,2012,SK,"48,159133","17,163524",m,m,m,m,m,4361,207,m,a,13,8,0,m,#VALUE!,#VALUE!,"0,03182795699",#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0010,Slovenská Zdravotnícka Univerzita V Bratislave,Slovak Medical University in Bratislava,2012,SK,"48,168501","17,086746",m,m,m,m,m,2042,209,m,a,0,0,0,m,#VALUE!,#VALUE!,"0,04746617748",#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0011,"Vysoká Škola Zdravotníctva A Sociálnej Práce Sv. Alžbety V Bratislave, N.O.","St. Elizabeth University of Health and Social Work in Bratislava, n. o.",2012,SK,"48,141854","17,111244",m,m,m,m,m,13313,332,m,a,a,a,a,m,#VALUE!,#VALUE!,"0,1023506366",#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0012,Univerzita Veterinárskeho Lekárstva V Košiciach,University of Veterinary Medicine in Košice,2012,SK,"48,73844","21,246007","21668476,77",xc,xc,"24010624,01",339,1986,165,"6796640,274",a,18,10,0,m,#VALUE!,#VALUE!,"0,0249380305",#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0013,Univerzita Konštantína Filozofa V Nitre,Constantine the Philosopher Univeristy in Nitra,2012,SK,"48,308405","18,09142","39106100,79",xc,xc,"47010896,57",218,10925,448,"9057644,298",a,31,3,0,m,#VALUE!,"0,170694864","0,083081571","5,85840708","0,0000141187501",#VALUE!,#VALUE!
SK0014,Univerzita Mateja Bela V Banskej Bystrici,Matej Bel University in Banská Bystrica,2012,SK,"48,733366","19,145616","42050523,19",xc,xc,"48701955,72",558,10985,399,"9209459,47",a,69,32,1,m,#VALUE!,"0,01995423341","0,04100686499","50,1146789","0,00000463722277",#VALUE!,#VALUE!
SK0015,Trnavská Univerzita V Trnave,University of Trnava in Trnava,2012,SK,"48,379576","17,586971","21092718,2",xc,xc,"25345030,12",626,6291,358,"4804035,445",a,23,3,2,m,#VALUE!,"0,05079654074","0,03632225762","19,68637993","0,00001145744543",#VALUE!,#VALUE!
SK0016,Slovenská Technická Univerzita V Bratislave,Slovak University of Technology in Bratislava,2012,SK,"48,154712","17,117203","131477403,4",xc,xc,"157867030,7",324,15578,1542,"44897754,04",a,63,14,2,m,#VALUE!,"0,09950723255","0,0569066921","10,04952077","0,00002469912235",#VALUE!,#VALUE!
SK0017,Technická Univerzita V Košiciach,Technical University of Košice,2012,SK,"48,730518","21,245459","90130603,1",xc,xc,"116704748,8",1484,12311,830,"31524805,57",a,26,8,5,m,#VALUE!,"0,02079856207","0,09898574913","48,08024691","0,000002052360132",#VALUE!,#VALUE!
SK0018,Dubnický Technologický Inštitút V Dubnici Nad Váhom,Dubnica Technology Institute in Dubnica nad Váhom,2012,SK,"48,960276","18,160397",m,m,m,m,m,4575,a,a,a,0,0,a,m,#VALUE!,"0,1205426042","0,06741938104","8,295822102","0,00001271584932",#VALUE!,#VALUE!
SK0019,Žilinská Univerzita V Žiline,University of Žilina in Žilina,2012,SK,"49,203299","18,755288","76476458,4",xc,xc,"99825183,12",992,10482,488,"42648942,02",a,61,25,5,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0020,Trenčianska Univerzita Alexandra Dubčeka V Trenčíne,Alexander Dubček University of Trenčín in Trenčín,2012,SK,"48,898681","18,047569","14058695,62",xc,xc,"17356569,17",809,3720,83,"1486387,523",a,16,0,0,m,#VALUE!,"0,09463842778","0,04655600076","10,56653226","0,000009937372204",#VALUE!,#VALUE!
SK0021,Ekonomická Univerzita V Bratislave,University of Economics in Bratislava,2012,SK,"48,125825","17,133216","44418528,06",xc,xc,"53312737,28",189,10226,410,"6324866,376",1,136,48,0,m,#VALUE!,"0,2174731183","0,02231182796","4,598269468","0,00004661059407",#VALUE!,#VALUE!
SK0022,Vysoká Škola Ekonómie A Manažmentu Verejnej Správy V Bratislave,School of Economics and Management of Public Administration in Bratislava,2012,SK,"48,126287","17,12314",m,m,m,m,m,4549,a,a,a,8,3,a,m,185,"0,01848230002","0,04009387835","54,10582011","0,00000354511904",#VALUE!,#VALUE!
SK0023,Vysoká Škola Manažmentu V Trenčíne,School of Management in Trenčín,2012,SK,"48,887725","18,029527",m,m,m,m,m,1211,26,m,a,4,0,0,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"0,04066827874",#VALUE!
SK0024,Stredoeurópska Vysoká Škola V Skalici,University of Central Europe in Skalica,2012,SK,"48,847161","17,232576",m,m,m,m,m,798,19,m,a,5,0,0,m,#VALUE!,#VALUE!,"0,02146985962",#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0025,Vysoká Škola Medzinárodného Podnikania Ism Slovakia V Prešove,College of International Business ISM Slovakia in Prešov,2012,SK,"48,993233","21,232157",m,m,m,m,m,824,a,a,a,7,0,a,m,#VALUE!,#VALUE!,"0,02380952381",#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0026,Slovenská Poĺnohospodárska Univerzita V Nitre,Slovak University of Agriculture in Nitra,2012,SK,"48,307167","18,093666","45968801,9",xc,xc,"56855609,95",661,9053,369,"14151789,71",a,30,21,3,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0027,Technická Univerzita Vo Zvolene,University of Technology in Zvolen,2012,SK,"48,571979","19,118064","33407556,61",xc,xc,"44586045,62",528,4283,213,"8648420,851",a,6,1,0,m,#VALUE!,"0,07301447034","0,04075996907","13,69591528","0,00001162594158",#VALUE!,#VALUE!
SK0028,Vysoká Škola Múzických Umení V Bratislave,Academy of Performing Arts in Bratislava,2012,SK,"48,142354","17,106358","10237879,51",xc,xc,"10325724,5",328,969,102,"1302426,269",a,28,2,0,m,#VALUE!,"0,1232780761","0,04973149661","8,111742424","0,00001184227021",#VALUE!,#VALUE!
SK0029,Vysoká Škola Výtvarných Umení V Bratislave,Academy of Fine Arts and Design in Bratislava,2012,SK,"48,141823","17,107649","7513245,564",xc,xc,"8420373,113",202,589,82,"1356879,172",1,19,11,0,m,#VALUE!,"0,3384932921","0,1052631579","2,954268293","0,00003176532551",#VALUE!,#VALUE!
SK0030,Akadémia Umení V Banskej Bystrici,Academy of Arts in Banská Bystrica,2012,SK,"48,741468","19,152539","5905285,496",xc,xc,"7181135,274",125,514,72,"1365846,828",a,3,1,0,m,31,"0,3429541596","0,1392190153","2,915841584","0,00002398943577",#VALUE!,#VALUE!
SK0031,Akadémia Ozbrojených Síl Generála Milana Rastislava Štefánika V Liptovskom Mikuláši,Armed Forces Academy of General Milan Rastislav Štefánik in Liptovský Mikuláš,2012,SK,"49,068239","19,590904",m,m,m,m,m,238,37,m,a,2,1,0,m,#VALUE!,"0,2431906615","0,140077821","4,112","0,00001740671847","0,06031128405",#VALUE!
SK0032,Akadémia Policajného Zboru V Bratislave,Police Academy in Bratislava,2012,SK,"48,201845","17,166838",m,m,m,m,m,1334,121,m,a,4,0,0,m,#VALUE!,#VALUE!,"0,1554621849",#VALUE!,#VALUE!,#VALUE!,#VALUE!
SK0033,Vysoká Škola Bezpečnostného Manažérstva V Košiciach,Security Management College in Košice,2012,SK,"48,714318","21,253795",m,m,m,m,m,2945,a,a,a,10,1,a,m,#VALUE!,#VALUE!,"0,09070464768",#VALUE!,#VALUE!,#VALUE!,#VALUE!
TR0001,Bolu Abant İzzet Baysal Üniversitesi,Bolu Abant İzzet Baysal University,2012,TR,"40,714293","31,513035",m,m,m,m,m,m,m,m,0,19,6,0,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TR0002,Abdullah Gül Üniversitesi,Abdullah Gül University,2012,TR,"38,737122","35,473537",m,m,m,m,m,m,m,m,0,0,0,0,m,25,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TR0003,Adana Bilim ve Teknoloji Üniversitesi,Adana Science and Technology University,2012,TR,"37,039244","35,385539",m,m,m,m,m,m,m,m,0,0,0,0,m,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
